Loyalty Number,Total Flights_mean,Total Flights_sum,Total Flights_max,Distance_mean,Distance_sum,Points Accumulated_mean,Points Accumulated_sum,Points Redeemed_sum,inactive_streak_max,inactive_streak_mean,churn_6m_max,flight_drop_max,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,segment,segment_v2
162496,1.625,39,6,2122.6666666666665,50944,2122.6666666666665,50944.0,633,3,0.5416666666666666,0,1,Female,Bachelor,66516.0,Married,Nova,8840.19,Low Value - Stable,Low Value - Stable
162568,0.0,0,0,0.0,0,0.0,0.0,0,24,12.5,1,0,Female,College,,Single,Star,3622.87,Low Value - At Risk,Low Value - At Risk
162658,1.6666666666666667,40,5,2507.1666666666665,60172,2507.1666666666665,60172.0,2391,3,0.5416666666666666,0,1,Male,College,,Single,Aurora,7751.86,Low Value - Stable,Low Value - Stable
163002,1.4583333333333333,35,6,1914.125,45939,1914.125,45939.0,2312,3,0.5833333333333334,0,1,Female,Bachelor,48181.0,Married,Star,5054.33,Low Value - Stable,Low Value - Stable
163058,2.2083333333333335,53,5,3103.7083333333335,74489,3103.7083333333335,74489.0,785,2,0.25,0,1,Female,Bachelor,64526.0,Single,Nova,10145.44,High Value - Loyal,High Value - Loyal
163083,1.2083333333333333,29,5,1562.0833333333333,37490,1562.0833333333333,37490.0,2281,7,1.2916666666666667,1,1,Female,Bachelor,57622.0,Married,Star,5179.89,Low Value - At Risk,Low Value - At Risk
163137,0.0,0,0,0.0,0,0.0,0.0,0,24,12.5,1,0,Female,Bachelor,85659.0,Married,Nova,21255.5,Low Value - At Risk,High Value - At Risk
163260,1.3333333333333333,32,5,1924.2083333333333,46181,1924.2083333333333,46181.0,526,2,0.6666666666666666,0,1,Female,College,,Single,Aurora,7247.31,Low Value - Stable,Low Value - Stable
163301,0.4583333333333333,11,3,728.0833333333334,17474,728.0833333333334,17474.0,0,20,8.75,1,0,Female,Bachelor,104114.0,Married,Aurora,8531.4,Low Value - At Risk,Low Value - At Risk
163388,2.0833333333333335,50,7,3353.0,80472,3353.0,80472.0,2320,2,0.3333333333333333,0,1,Male,Bachelor,73455.0,Divorced,Nova,6862.87,High Value - Loyal,Low Value - Stable
163405,0.16666666666666666,4,2,185.33333333333334,4448,185.33333333333334,4448.0,0,21,9.666666666666666,1,1,Male,College,,Married,Nova,60556.19,Low Value - At Risk,High Value - At Risk
163445,0.4583333333333333,11,3,704.9166666666666,16918,704.9166666666666,16918.0,0,18,7.166666666666667,1,1,Female,College,,Single,Aurora,5272.32,Low Value - At Risk,Low Value - At Risk
163481,0.0,0,0,0.0,0,0.0,0.0,0,24,12.5,1,0,Male,Bachelor,62870.0,Married,Star,6282.08,Low Value - At Risk,Low Value - At Risk
163598,1.6666666666666667,40,5,2648.75,63570,2648.75,63570.0,1040,3,0.5416666666666666,0,1,Male,Bachelor,67756.0,Married,Nova,7482.49,Low Value - Stable,Low Value - Stable
163608,1.6666666666666667,40,6,2302.25,55254,2302.25,55254.0,794,4,0.7916666666666666,0,1,Female,College,,Single,Star,4896.26,Low Value - Stable,Low Value - Stable
163615,1.125,27,4,1846.0,44304,1846.0,44304.0,1329,5,0.9166666666666666,0,1,Female,Master,126642.0,Married,Nova,6057.07,Low Value - Stable,Low Value - Stable
163639,1.8333333333333333,44,6,2686.2916666666665,64471,2686.2916666666665,64471.0,2210,4,0.8333333333333334,0,1,Male,College,,Single,Star,2203.59,Low Value - Stable,Low Value - Stable
163645,1.6666666666666667,40,4,2847.9166666666665,68350,2847.9166666666665,68350.0,983,3,0.5,0,1,Female,Bachelor,60235.0,Divorced,Nova,4834.71,Low Value - Stable,Low Value - Stable
163723,0.0,0,0,0.0,0,0.0,0.0,0,24,12.5,1,0,Female,Bachelor,46672.0,Married,Star,10598.54,Low Value - At Risk,High Value - At Risk
163757,1.9583333333333333,47,5,2722.7916666666665,65347,2722.7916666666665,65347.0,0,3,0.5,0,1,Male,Bachelor,62886.0,Single,Star,2756.54,Low Value - Stable,Low Value - Stable
163776,1.7083333333333333,41,5,2735.9583333333335,65663,2735.9583333333335,65663.0,684,2,0.5,0,1,Male,Bachelor,57257.0,Married,Nova,7832.57,Low Value - Stable,Low Value - Stable
163970,1.7083333333333333,41,7,2478.2083333333335,59477,2478.2083333333335,59477.0,842,3,0.6666666666666666,0,1,Male,College,,Single,Star,2489.66,Low Value - Stable,Low Value - Stable
164013,1.875,45,6,2898.125,69555,2898.125,69555.0,472,2,0.3333333333333333,0,1,Female,Bachelor,80455.0,Married,Star,6991.61,Low Value - Stable,Low Value - Stable
164017,0.875,21,4,1121.375,26913,1121.375,26913.0,2461,5,1.375,0,1,Female,Doctor,80926.0,Married,Aurora,10529.01,Low Value - Stable,High Value - Loyal
164034,1.1666666666666667,28,5,1784.0833333333333,42818,1784.0833333333333,42818.0,0,2,0.75,0,1,Male,Doctor,221857.0,Married,Nova,8257.67,Low Value - Stable,Low Value - Stable
164064,0.0,0,0,0.0,0,0.0,0.0,0,24,12.5,1,0,Female,Bachelor,49482.0,Married,Nova,3141.33,Low Value - At Risk,Low Value - At Risk
164094,1.3333333333333333,32,6,2271.125,54507,2271.125,54507.0,1028,3,0.7083333333333334,0,1,Female,Bachelor,92875.0,Divorced,Nova,2957.76,Low Value - Stable,Low Value - Stable
164192,0.9166666666666666,22,6,1665.0833333333333,39962,1665.0833333333333,39962.0,0,4,1.2083333333333333,0,1,Male,Bachelor,70881.0,Married,Nova,16887.8,Low Value - Stable,High Value - Loyal
164211,0.0,0,0,0.0,0,0.0,0.0,0,24,12.5,1,0,Male,Bachelor,61552.0,Married,Nova,3801.28,Low Value - At Risk,Low Value - At Risk
164224,2.1818181818181817,24,8,3286.181818181818,36148,4929.272727272727,54222.0,390,2,0.7272727272727273,0,1,Female,College,,Single,Aurora,8324.23,High Value - Loyal,Low Value - Stable
164226,1.4583333333333333,35,6,2963.7083333333335,71129,2963.7083333333335,71129.0,598,3,0.625,0,1,Male,Bachelor,69331.0,Married,Nova,4768.96,Low Value - Stable,Low Value - Stable
164298,0.875,21,5,1013.0833333333334,24314,1013.0833333333334,24314.0,0,12,3.5416666666666665,1,1,Female,High School or Below,41405.0,Married,Star,2568.84,Low Value - At Risk,Low Value - At Risk
164313,1.9583333333333333,47,6,2946.1666666666665,70708,2946.1666666666665,70708.0,0,2,0.2916666666666667,0,1,Female,Bachelor,54188.0,Married,Nova,7390.9,Low Value - Stable,Low Value - Stable
164363,0.875,21,4,1191.2083333333333,28589,1191.2083333333333,28589.0,559,5,1.1666666666666667,0,1,Male,Bachelor,50064.0,Single,Star,8200.27,Low Value - Stable,Low Value - Stable
164374,1.9166666666666667,46,6,2838.875,68133,2838.875,68133.0,2101,3,0.625,0,1,Female,Bachelor,96483.0,Single,Nova,13094.61,Low Value - Stable,High Value - Loyal
164388,1.125,27,5,1644.5,39468,1644.5,39468.0,823,3,0.7916666666666666,0,1,Male,Bachelor,72919.0,Married,Aurora,7444.81,Low Value - Stable,Low Value - Stable
164429,1.5833333333333333,38,5,2231.2083333333335,53549,2231.2083333333335,53549.0,2221,2,0.5416666666666666,0,1,Female,Bachelor,57852.0,Single,Star,4169.36,Low Value - Stable,Low Value - Stable
164500,0.4166666666666667,10,4,531.1666666666666,12748,531.1666666666666,12748.0,0,21,9.625,1,0,Male,Doctor,193840.0,Married,Star,2585.94,Low Value - At Risk,Low Value - At Risk
164512,1.4166666666666667,34,6,2282.5416666666665,54781,2282.5416666666665,54781.0,453,3,0.625,0,1,Male,Bachelor,47178.0,Divorced,Nova,8400.79,Low Value - Stable,Low Value - Stable
164559,3.727272727272727,41,20,6697.363636363636,73671,10046.045454545454,110506.5,0,5,1.5454545454545454,0,1,Male,Bachelor,52904.0,Single,Aurora,4978.95,High Value - Loyal,Low Value - Stable
164657,1.5833333333333333,38,5,2294.75,55074,2294.75,55074.0,468,2,0.375,0,1,Male,College,,Married,Star,2305.24,Low Value - Stable,Low Value - Stable
164743,1.6666666666666667,40,4,1893.625,45447,1893.625,45447.0,401,2,0.4166666666666667,0,1,Male,Bachelor,65461.0,Married,Star,2494.87,Low Value - Stable,Low Value - Stable
164794,0.7916666666666666,19,5,1220.125,29283,1220.125,29283.0,0,17,6.416666666666667,1,1,Male,Bachelor,57668.0,Married,Star,2967.67,Low Value - At Risk,Low Value - At Risk
164947,1.75,42,5,2126.2916666666665,51031,2126.2916666666665,51031.0,1936,2,0.2916666666666667,0,1,Female,College,,Married,Nova,21283.64,Low Value - Stable,High Value - Loyal
164973,1.875,45,6,3270.2916666666665,78487,3270.2916666666665,78487.0,1053,5,0.8333333333333334,0,1,Male,College,,Single,Nova,3268.32,Low Value - Stable,Low Value - Stable
164983,1.25,30,5,1676.2083333333333,40229,1676.2083333333333,40229.0,0,4,0.9166666666666666,0,1,Male,Bachelor,61361.0,Divorced,Star,29006.67,Low Value - Stable,High Value - Loyal
165019,1.6666666666666667,40,6,2473.0,59352,2473.0,59352.0,1200,4,0.75,0,1,Male,Doctor,251861.0,Married,Star,2354.32,Low Value - Stable,Low Value - Stable
165022,0.4583333333333333,11,4,767.9583333333334,18431,767.9583333333334,18431.0,0,20,8.75,1,0,Female,Bachelor,96485.0,Married,Aurora,5475.34,Low Value - At Risk,Low Value - At Risk
165056,1.375,33,5,2118.6666666666665,50848,2118.6666666666665,50848.0,1266,2,0.5833333333333334,0,1,Female,Bachelor,62633.0,Single,Aurora,5251.97,Low Value - Stable,Low Value - Stable
165138,1.375,33,4,2678.5,64284,2678.5,64284.0,392,4,0.8333333333333334,0,1,Male,College,,Married,Star,4516.81,Low Value - Stable,Low Value - Stable
165188,1.2083333333333333,29,5,1745.875,41901,1745.875,41901.0,1625,3,0.75,0,1,Male,Bachelor,91323.0,Married,Star,21923.12,Low Value - Stable,High Value - Loyal
165224,0.20833333333333334,5,3,409.5,9828,409.5,9828.0,0,20,8.833333333333334,1,1,Female,Bachelor,57510.0,Single,Star,2574.02,Low Value - At Risk,Low Value - At Risk
165260,1.5416666666666667,37,5,2605.5,62532,2605.5,62532.0,3021,3,0.4583333333333333,0,1,Male,College,,Married,Nova,4799.62,Low Value - Stable,Low Value - Stable
165265,1.75,42,6,2850.125,68403,2850.125,68403.0,0,3,0.5833333333333334,0,1,Male,Doctor,189990.0,Married,Star,5316.61,Low Value - Stable,Low Value - Stable
165339,5.0,55,24,10924.636363636364,120171,16386.954545454544,180256.5,0,1,0.36363636363636365,0,1,Male,Bachelor,73410.0,Divorced,Star,4371.19,High Value - Loyal,Low Value - Stable
165443,1.2083333333333333,29,5,1638.5,39324,1638.5,39324.0,448,4,0.9583333333333334,0,1,Male,College,,Single,Star,2167.33,Low Value - Stable,Low Value - Stable
165484,1.7916666666666667,43,7,2111.5833333333335,50678,2111.5833333333335,50678.0,317,4,0.625,0,1,Female,Bachelor,47921.0,Single,Nova,4210.1,Low Value - Stable,Low Value - Stable
165550,2.0,48,6,3133.0833333333335,75194,3133.0833333333335,75194.0,883,2,0.375,0,1,Male,Doctor,283184.0,Married,Nova,11431.73,Low Value - Stable,High Value - Loyal
165554,1.2083333333333333,29,4,1753.75,42090,1753.75,42090.0,0,7,1.5416666666666667,1,1,Male,Bachelor,59709.0,Married,Star,5597.12,Low Value - At Risk,Low Value - At Risk
165596,1.875,45,6,2668.5,64044,2668.5,64044.0,2020,2,0.4166666666666667,0,1,Female,Bachelor,67070.0,Married,Star,4344.52,Low Value - Stable,Low Value - Stable
165742,1.2916666666666667,31,5,1807.3333333333333,43376,1807.3333333333333,43376.0,584,4,0.7083333333333334,0,1,Male,College,,Single,Aurora,13552.78,Low Value - Stable,High Value - Loyal
165759,1.75,42,6,2384.7916666666665,57235,2384.7916666666665,57235.0,0,5,1.0,0,1,Male,Bachelor,54111.0,Divorced,Aurora,8341.93,Low Value - Stable,Low Value - Stable
165827,1.2916666666666667,31,5,2148.5,51564,2148.5,51564.0,1025,5,1.0833333333333333,0,1,Male,College,,Divorced,Star,8520.15,Low Value - Stable,Low Value - Stable
165893,1.375,33,5,2221.0416666666665,53305,2221.0416666666665,53305.0,574,4,0.875,0,1,Female,Bachelor,47887.0,Single,Aurora,10302.9,Low Value - Stable,High Value - Loyal
165900,1.5833333333333333,38,6,1978.125,47475,1978.125,47475.0,1322,2,0.5833333333333334,0,1,Female,Bachelor,47544.0,Married,Star,9294.55,Low Value - Stable,High Value - Loyal
166011,0.9166666666666666,22,6,1149.7916666666667,27595,1149.7916666666667,27595.0,0,12,3.5416666666666665,1,1,Female,College,,Married,Star,2629.32,Low Value - At Risk,Low Value - At Risk
166037,1.6666666666666667,40,5,2135.4583333333335,51251,2135.4583333333335,51251.0,0,2,0.375,0,1,Male,Bachelor,68031.0,Divorced,Aurora,5016.14,Low Value - Stable,Low Value - Stable
166110,0.0,0,0,0.0,0,0.0,0.0,0,24,12.5,1,0,Male,Bachelor,87951.0,Divorced,Nova,7887.96,Low Value - At Risk,Low Value - At Risk
166175,4.454545454545454,49,28,5447.0,59917,8170.5,89875.5,1161,4,1.1818181818181819,0,1,Male,Bachelor,91500.0,Single,Nova,10391.78,High Value - Loyal,High Value - Loyal
166239,1.9166666666666667,46,5,2966.0833333333335,71186,2966.0833333333335,71186.0,1866,3,0.5416666666666666,0,1,Male,Bachelor,78655.0,Single,Aurora,9011.76,Low Value - Stable,High Value - Loyal
166273,4.7272727272727275,52,16,5470.909090909091,60180,8206.363636363636,90270.0,930,3,0.8181818181818182,0,1,Female,Bachelor,79418.0,Married,Nova,18704.85,High Value - Loyal,High Value - Loyal
166333,1.375,33,6,2459.6666666666665,59032,2459.6666666666665,59032.0,406,3,0.625,0,1,Male,Bachelor,47970.0,Married,Star,5207.64,Low Value - Stable,Low Value - Stable
166475,1.3333333333333333,32,6,2003.8333333333333,48092,2003.8333333333333,48092.0,1358,7,1.5,1,1,Male,Bachelor,67445.0,Single,Nova,5015.01,Low Value - At Risk,Low Value - At Risk
166535,1.6666666666666667,40,5,2431.75,58362,2431.75,58362.0,307,2,0.4166666666666667,0,1,Female,College,,Married,Nova,7645.86,Low Value - Stable,Low Value - Stable
166537,1.6666666666666667,40,5,2296.125,55107,2296.125,55107.0,0,2,0.25,0,1,Female,College,,Single,Aurora,8708.02,Low Value - Stable,Low Value - Stable
166577,2.0,48,6,3444.875,82677,3444.875,82677.0,2482,3,0.5,0,1,Male,College,,Single,Aurora,5162.12,Low Value - Stable,Low Value - Stable
166677,1.0833333333333333,26,6,1252.75,30066,1252.75,30066.0,430,15,5.125,1,1,Female,Bachelor,57870.0,Married,Nova,10208.93,Low Value - At Risk,High Value - At Risk
166693,1.9166666666666667,46,5,2546.4166666666665,61114,2546.4166666666665,61114.0,0,3,0.6666666666666666,0,1,Male,High School or Below,67054.0,Married,Star,2803.92,Low Value - Stable,Low Value - Stable
166705,1.7916666666666667,43,6,2861.5833333333335,68678,2861.5833333333335,68678.0,2192,4,0.6666666666666666,0,1,Male,Bachelor,98514.0,Married,Aurora,9057.94,Low Value - Stable,High Value - Loyal
166712,1.625,39,4,2668.8333333333335,64052,2668.8333333333335,64052.0,486,4,0.5833333333333334,0,1,Male,Master,114551.0,Single,Star,4334.06,Low Value - Stable,Low Value - Stable
166825,0.5,12,3,590.9583333333334,14183,590.9583333333334,14183.0,552,11,3.375,1,1,Male,Bachelor,95097.0,Married,Star,14195.36,Low Value - At Risk,High Value - At Risk
166829,1.0833333333333333,26,4,1845.3333333333333,44288,1845.3333333333333,44288.0,0,7,1.625,1,1,Female,Bachelor,56286.0,Married,Nova,5643.72,Low Value - At Risk,Low Value - At Risk
166846,2.0416666666666665,49,5,3606.4583333333335,86555,3606.4583333333335,86555.0,1034,4,0.5833333333333334,0,1,Female,College,,Married,Aurora,18948.35,High Value - Loyal,High Value - Loyal
166865,1.5,36,7,2168.7083333333335,52049,2168.7083333333335,52049.0,890,3,0.4166666666666667,0,1,Male,Bachelor,87330.0,Married,Star,2552.04,Low Value - Stable,Low Value - Stable
166911,1.5833333333333333,38,4,2211.0,53064,2211.0,53064.0,1565,3,0.4583333333333333,0,1,Male,Bachelor,66651.0,Married,Star,4605.87,Low Value - Stable,Low Value - Stable
166938,1.4166666666666667,34,4,2483.5,59604,2483.5,59604.0,1166,6,1.1666666666666667,1,1,Female,Bachelor,47695.0,Married,Nova,5207.2,Low Value - At Risk,Low Value - At Risk
166953,1.0,24,4,1341.0,32184,1341.0,32184.0,0,3,0.8333333333333334,0,1,Male,Bachelor,75827.0,Married,Nova,3939.01,Low Value - Stable,Low Value - Stable
166955,1.2916666666666667,31,5,2022.3333333333333,48536,2022.3333333333333,48536.0,433,2,0.625,0,1,Female,High School or Below,57604.0,Married,Nova,4826.83,Low Value - Stable,Low Value - Stable
166966,4.909090909090909,54,20,8244.363636363636,90688,12366.545454545454,136032.0,0,1,0.2727272727272727,0,1,Female,College,,Single,Star,27945.89,High Value - Loyal,High Value - Loyal
167001,0.4166666666666667,10,4,551.125,13227,551.125,13227.0,446,17,6.458333333333333,1,1,Female,College,,Married,Star,2430.8,Low Value - At Risk,Low Value - At Risk
167016,0.8333333333333334,20,5,1431.5833333333333,34358,1431.5833333333333,34358.0,472,4,1.0833333333333333,0,1,Female,Bachelor,79936.0,Married,Aurora,8013.9,Low Value - Stable,Low Value - Stable
167026,1.2083333333333333,29,4,2182.2916666666665,52375,2182.2916666666665,52375.0,542,4,0.75,0,1,Female,Doctor,260474.0,Divorced,Star,8807.49,Low Value - Stable,Low Value - Stable
167062,1.125,27,7,1920.0416666666667,46081,1920.0416666666667,46081.0,0,5,1.2083333333333333,0,1,Male,Bachelor,88055.0,Married,Star,2582.41,Low Value - Stable,Low Value - Stable
167177,0.7916666666666666,19,4,1249.0416666666667,29977,1249.0416666666667,29977.0,1129,13,3.9166666666666665,1,1,Female,Bachelor,70244.0,Married,Star,5717.22,Low Value - At Risk,Low Value - At Risk
167219,0.0,0,0,0.0,0,0.0,0.0,0,24,12.5,1,0,Male,Bachelor,96733.0,Married,Star,4300.9,Low Value - At Risk,Low Value - At Risk
167257,1.6666666666666667,40,5,2542.9583333333335,61031,2542.9583333333335,61031.0,1119,2,0.4583333333333333,0,1,Male,Doctor,195373.0,Married,Star,22721.47,Low Value - Stable,High Value - Loyal
167335,1.7083333333333333,41,6,2206.3333333333335,52952,2206.3333333333335,52952.0,798,1,0.2916666666666667,0,1,Male,Bachelor,82444.0,Married,Star,9264.33,Low Value - Stable,High Value - Loyal
167363,1.3333333333333333,32,6,1928.0,46272,1928.0,46272.0,339,4,1.0416666666666667,0,1,Female,Bachelor,63525.0,Single,Star,4268.62,Low Value - Stable,Low Value - Stable
167465,1.2083333333333333,29,6,1716.6666666666667,41200,1716.6666666666667,41200.0,927,10,2.5,1,1,Female,High School or Below,41405.0,Married,Star,2568.84,Low Value - At Risk,Low Value - At Risk
167491,0.0,0,0,0.0,0,0.0,0.0,0,24,12.5,1,0,Female,Bachelor,70434.0,Single,Aurora,29874.74,Low Value - At Risk,High Value - At Risk
167515,1.6666666666666667,40,5,2379.3333333333335,57104,2379.3333333333335,57104.0,1676,1,0.3333333333333333,0,1,Female,College,,Married,Star,2590.84,Low Value - Stable,Low Value - Stable
167569,0.0,0,0,0.0,0,0.0,0.0,0,11,6.0,1,0,Female,Bachelor,52455.0,Married,Star,2677.5,Low Value - At Risk,Low Value - At Risk
167575,0.8333333333333334,20,5,1272.6666666666667,30544,1272.6666666666667,30544.0,0,14,4.541666666666667,1,1,Male,College,,Single,Star,8083.54,Low Value - At Risk,Low Value - At Risk
167578,1.4583333333333333,35,6,2117.2083333333335,50813,2117.2083333333335,50813.0,1714,5,1.0416666666666667,0,1,Female,Master,100817.0,Married,Nova,16301.97,Low Value - Stable,High Value - Loyal
167587,2.0,48,5,2931.75,70362,2931.75,70362.0,1069,2,0.375,0,1,Male,College,,Divorced,Star,2129.06,Low Value - Stable,Low Value - Stable
167660,1.4166666666666667,34,5,2180.7916666666665,52339,2180.7916666666665,52339.0,1278,3,0.6666666666666666,0,1,Male,Bachelor,48669.0,Married,Star,5344.99,Low Value - Stable,Low Value - Stable
167670,0.0,0,0,0.0,0,0.0,0.0,0,24,12.5,1,0,Male,Bachelor,65742.0,Single,Nova,4946.96,Low Value - At Risk,Low Value - At Risk
167795,2.0,48,5,2986.875,71685,2986.875,71685.0,1212,3,0.5,0,1,Female,Bachelor,83257.0,Married,Nova,5107.07,Low Value - Stable,Low Value - Stable
167879,0.16666666666666666,4,2,213.0,5112,213.0,5112.0,599,19,8.041666666666666,1,1,Male,Bachelor,48014.0,Married,Star,14472.58,Low Value - At Risk,High Value - At Risk
167933,1.7083333333333333,41,4,2495.4583333333335,59891,2495.4583333333335,59891.0,0,2,0.375,0,1,Male,College,,Single,Nova,7689.71,Low Value - Stable,Low Value - Stable
168026,1.2083333333333333,29,5,1931.4166666666667,46354,1931.4166666666667,46354.0,327,3,0.7916666666666666,0,1,Male,College,,Single,Star,8024.9,Low Value - Stable,Low Value - Stable
168123,0.4166666666666667,10,4,467.7916666666667,11227,467.7916666666667,11227.0,0,14,4.75,1,1,Female,College,,Married,Star,6361.85,Low Value - At Risk,Low Value - At Risk
168160,5.181818181818182,57,12,8014.727272727273,88162,12022.09090909091,132243.0,418,1,0.09090909090909091,0,1,Female,Bachelor,78592.0,Married,Nova,9050.76,High Value - Loyal,High Value - Loyal
168290,1.875,45,5,2986.5,71676,2986.5,71676.0,1602,2,0.4166666666666667,0,1,Female,Bachelor,51955.0,Married,Aurora,38445.86,Low Value - Stable,High Value - Loyal
168302,0.25,6,5,203.70833333333334,4889,203.70833333333334,4889.0,0,18,7.541666666666667,1,1,Female,Bachelor,60094.0,Married,Nova,5293.37,Low Value - At Risk,Low Value - At Risk
168316,2.25,54,7,3270.0416666666665,78481,3270.0416666666665,78481.0,319,2,0.3333333333333333,0,1,Female,Bachelor,65666.0,Married,Star,2730.2,High Value - Loyal,Low Value - Stable
168349,1.1666666666666667,28,5,1810.2083333333333,43445,1810.2083333333333,43445.0,977,2,0.5416666666666666,0,1,Female,Bachelor,69971.0,Divorced,Nova,5971.31,Low Value - Stable,Low Value - Stable
168385,1.3333333333333333,32,6,1649.0833333333333,39578,1649.0833333333333,39578.0,520,4,0.75,0,1,Female,Bachelor,51430.0,Married,Aurora,8613.46,Low Value - Stable,Low Value - Stable
168418,1.0416666666666667,25,5,1631.25,39150,1631.25,39150.0,313,7,1.5833333333333333,1,1,Male,Doctor,111868.0,Married,Star,5112.1,Low Value - At Risk,Low Value - At Risk
168641,0.0,0,0,0.0,0,0.0,0.0,0,24,12.5,1,0,Male,Bachelor,86366.0,Married,Nova,5018.89,Low Value - At Risk,Low Value - At Risk
168727,0.125,3,3,207.0,4968,207.0,4968.0,0,23,11.5,1,0,Female,Bachelor,99902.0,Married,Nova,4526.95,Low Value - At Risk,Low Value - At Risk
168843,1.5416666666666667,37,5,2076.0,49824,2076.0,49824.0,1100,2,0.5,0,1,Male,Bachelor,70912.0,Married,Star,2590.32,Low Value - Stable,Low Value - Stable
168887,4.363636363636363,48,16,6816.363636363636,74980,10224.545454545454,112470.0,562,3,0.7272727272727273,0,1,Female,Bachelor,66041.0,Divorced,Aurora,6418.25,High Value - Loyal,Low Value - Stable
169054,1.2083333333333333,29,6,2239.875,53757,2239.875,53757.0,1076,4,1.0416666666666667,0,1,Male,College,,Single,Star,3008.97,Low Value - Stable,Low Value - Stable
169129,1.9583333333333333,47,5,2998.0416666666665,71953,2998.0416666666665,71953.0,376,2,0.375,0,1,Female,College,,Single,Aurora,6481.38,Low Value - Stable,Low Value - Stable
169131,0.20833333333333334,5,4,261.875,6285,261.875,6285.0,0,20,8.875,1,1,Male,College,,Married,Aurora,8236.92,Low Value - At Risk,Low Value - At Risk
169137,1.375,33,6,1699.125,40779,1699.125,40779.0,2557,4,0.875,0,1,Female,Bachelor,53866.0,Married,Star,2718.38,Low Value - Stable,Low Value - Stable
169247,1.625,39,5,2598.7083333333335,62369,2598.7083333333335,62369.0,933,3,0.7083333333333334,0,1,Female,Bachelor,54908.0,Married,Nova,32021.4,Low Value - Stable,High Value - Loyal
169253,0.375,9,3,537.625,12903,537.625,12903.0,454,19,7.958333333333333,1,1,Female,College,,Single,Nova,5075.42,Low Value - At Risk,Low Value - At Risk
169270,0.0,0,0,0.0,0,0.0,0.0,0,24,12.5,1,0,Male,College,,Married,Star,7290.07,Low Value - At Risk,Low Value - At Risk
169302,1.2916666666666667,31,5,2600.875,62421,2600.875,62421.0,803,12,3.4583333333333335,1,1,Male,High School or Below,39370.0,Divorced,Star,9052.95,Low Value - At Risk,High Value - At Risk
169393,1.5,36,5,2214.7083333333335,53153,2214.7083333333335,53153.0,2112,2,0.375,0,1,Female,High School or Below,72896.0,Divorced,Star,2491.26,Low Value - Stable,Low Value - Stable
169418,0.625,15,4,1050.6666666666667,25216,1050.6666666666667,25216.0,0,13,4.166666666666667,1,1,Female,College,,Married,Nova,3173.03,Low Value - At Risk,Low Value - At Risk
169525,2.0416666666666665,49,5,2959.4166666666665,71026,2959.4166666666665,71026.0,774,2,0.3333333333333333,0,1,Male,Bachelor,83711.0,Married,Star,5481.5,High Value - Loyal,Low Value - Stable
169529,2.909090909090909,32,16,4288.0,47168,6432.0,70752.0,0,3,1.1818181818181819,0,1,Male,Bachelor,93800.0,Married,Nova,10359.02,High Value - Loyal,High Value - Loyal
169603,0.625,15,7,1275.875,30621,1275.875,30621.0,0,18,7.166666666666667,1,1,Female,Bachelor,89645.0,Divorced,Aurora,8641.53,Low Value - At Risk,Low Value - At Risk
169661,1.5416666666666667,37,4,2389.5,57348,2389.5,57348.0,936,6,1.125,1,1,Male,College,,Single,Aurora,5611.93,Low Value - At Risk,Low Value - At Risk
169665,1.4166666666666667,34,5,2217.7916666666665,53227,2217.7916666666665,53227.0,1094,3,0.5416666666666666,0,1,Female,Bachelor,72526.0,Divorced,Aurora,10676.59,Low Value - Stable,High Value - Loyal
169697,1.5833333333333333,38,6,2420.4583333333335,58091,2420.4583333333335,58091.0,1176,4,0.7083333333333334,0,1,Male,Bachelor,62021.0,Married,Nova,5701.28,Low Value - Stable,Low Value - Stable
169699,0.5416666666666666,13,4,903.0833333333334,21674,903.0833333333334,21674.0,720,17,6.458333333333333,1,1,Female,Bachelor,71635.0,Married,Aurora,8021.07,Low Value - At Risk,Low Value - At Risk
169857,1.4583333333333333,35,4,2131.5,51156,2131.5,51156.0,0,4,0.7916666666666666,0,1,Female,Bachelor,100159.0,Married,Nova,3861.49,Low Value - Stable,Low Value - Stable
169865,0.0,0,0,0.0,0,0.0,0.0,0,24,12.5,1,0,Male,College,,Married,Star,2229.36,Low Value - At Risk,Low Value - At Risk
169932,1.75,42,4,2660.0833333333335,63842,2660.0833333333335,63842.0,1158,2,0.3333333333333333,0,1,Male,Bachelor,47237.0,Single,Star,4961.57,Low Value - Stable,Low Value - Stable
169948,2.125,51,5,3486.0416666666665,83665,3486.0416666666665,83665.0,560,2,0.3333333333333333,0,1,Female,College,,Single,Star,2215.91,High Value - Loyal,Low Value - Stable
169950,0.0,0,0,0.0,0,0.0,0.0,0,24,12.5,1,0,Female,Bachelor,97604.0,Single,Star,5210.35,Low Value - At Risk,Low Value - At Risk
170027,1.9583333333333333,47,7,2724.8333333333335,65396,2724.8333333333335,65396.0,611,2,0.375,0,1,Female,Bachelor,60890.0,Married,Aurora,6245.58,Low Value - Stable,Low Value - Stable
170079,2.4166666666666665,58,6,4093.2083333333335,98237,4093.2083333333335,98237.0,889,2,0.375,0,1,Male,College,,Single,Nova,3362.67,High Value - Loyal,Low Value - Stable
170091,0.041666666666666664,1,1,75.95833333333333,1823,75.95833333333333,1823.0,0,23,11.5,1,0,Male,College,,Married,Star,9810.41,Low Value - At Risk,High Value - At Risk
